ID,Expt,ExptA,RefShort,Ref,Location,Lat,Lon,Elev,Biome,System,Subsystem,Method,Area,Vol,Duration,Season,Year,TempMan1,TempMan2,TempMean,TempSD,TempIncr,NutrientsAdded,StressorAdded,AddTrt,AddTrtType,TrtLevel,TrtLevelType,TrtUnits,TrtValue,TrtValueUnits,Rep,LightValue,LightUnits,SamplingDay,GenTime_Days,SamplingDay_Gen,Day,Productivity,NPP sd,ER,ER sd,FluxUnits,MultipleSpecies,TaxonGrp,Taxon,SpeciesName,trophy,TrophicLev,ConsumerPresent,MaxTrophicLev,BodySizeHres,BodySizeHresUnits,BodySize,BodySizeSD,BodySizeUnits,NA,Density,DensitySD,DensityUnit,DensityOU,Biomass,BiomassUnit,BiomassVariance,BiomassVarMeasure,BiomassSD,BiomassOU,Biomass.normalized,Biomass.normalized.unit,Notes1,Notes2,PaperEnteredBy,ReviewedBy,EditedBy,DataFromAuthor
2347,86,85,O'Connor 2009,"O'Connor 2009, Ecology 90(2):388-392","Morehead City, NC",34.722939,-76.726044,0,Temperate,Marine,Marine coastal,Mesocosm,NA,6,14,Summer,2007,active heating,ambient fluctuations,28.9,0.9,4.4,no,no,None,none,NA,control,NA,NA,NA,4,275,NA,14,90,0.155555556,Final,2.5,,NA,,ug O / L / g tissue / hr,no,macroalgae,brown algae,Sargassum filipendula,A,1,no,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.921666667,11.53,g wet wt / L,NA,NA,NA,NA,11.53,g wet wt / L,NA,NA,MO,CH,MO,Yes
2349,86,85,O'Connor 2009,"O'Connor 2009, Ecology 90(2):388-392","Morehead City, NC",34.722939,-76.726044,0,Temperate,Marine,Marine coastal,Mesocosm,NA,6,14,Summer,2007,active heating,ambient fluctuations,25.7,1.5,1.2,no,no,None,none,NA,control,NA,NA,NA,4,275,NA,14,90,0.155555556,Final,3.5,,NA,,ug O / L / g tissue / hr,no,macroalgae,brown algae,Sargassum filipendula,A,1,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.046666667,6.28,g wet wt / L,NA,NA,NA,NA,6.28,g wet wt / L,NA,NA,MO,CH,MO,Yes
2352,86,85,O'Connor 2009,"O'Connor 2009, Ecology 90(2):388-392","Morehead City, NC",34.722939,-76.726044,0,Temperate,Marine,Marine coastal,Mesocosm,NA,6,14,Summer,2007,active heating,ambient fluctuations,28.9,0.9,4.4,no,no,None,none,NA,control,NA,NA,NA,4,275,NA,14,90,0.155555556,Final,2.5,,NA,,ug O / L / g tissue / hr,no,macroalgae,brown algae,Sargassum filipendula,A,1,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36,g wet wt / L,NA,NA,NA,NA,-2.36,g wet wt / L,NA,NA,MO,CH,MO,Yes
2358,87,87,O'Connor et al 2009,O'Connor et al 2009. PLoS ONE,"Morehead City, NC",34.722939,-76.726044,0,Temperate,Marine,Marine coastal,Mesocosm,NA,3,8,Spring,2008,active heating,ambient fluctuations,20.4,0.29,0,no,no,nutrients,none,control,control,uM/L,0,0,5,900,NA,8,1,8,Final,1.8,,NA,,mg C / mg Chla / hr,yes,phytoplankton,phytoplankton,B,A,1,yes,2,NA,NA,3.13E-11,NA,g C,Lewandowska and Sommer 2010,NA,NA,NA,NA,0.000122131,g C / L,0.000014952,standard error,3.34E-05,mg C / L,122.131,ug C/L,NA,NA,PK,MO,MO,NA
2359,87,87,O'Connor et al 2009,O'Connor et al 2009. PLoS ONE,"Morehead City, NC",34.722939,-76.726044,0,Temperate,Marine,Marine coastal,Mesocosm,NA,3,8,Spring,2008,active heating,ambient fluctuations,22.7,0.27,2.3,no,no,nutrients,none,control,control,uM/L,0,0,5,900,NA,8,1,8,Final,1.8,,NA,,mg C / mg Chla / hr,yes,phytoplankton,phytoplankton,B,A,1,yes,2,NA,NA,3.13E-11,NA,g C,Lewandowska and Sommer 2010,NA,NA,NA,NA,0.000155946,g C / L,0.000075104,standard error,0.000167938,mg C / L,155.946,ug C/L,NA,NA,PK,MO,MO,NA
2361,87,87,O'Connor et al 2009,O'Connor et al 2009. PLoS ONE,"Morehead City, NC",34.722939,-76.726044,0,Temperate,Marine,Marine coastal,Mesocosm,NA,3,8,Spring,2008,active heating,ambient fluctuations,26.4,1.16,6,no,no,nutrients,none,control,control,uM/L,0,0,5,900,NA,8,1,8,Final,1.8,,NA,,mg C / mg Chla / hr,yes,phytoplankton,phytoplankton,B,A,1,yes,2,NA,NA,3.13E-11,NA,g C,Lewandowska and Sommer 2010,NA,NA,NA,NA,0.000133432,g C / L,0.000030076,standard error,6.73E-05,mg C / L,133.432,ug C/L,NA,NA,PK,MO,MO,NA
2362,129,129,O'Connor et al 2009,O'Connor et al 2009. PLoS ONE,"Morehead City, NC",34.722939,-76.726044,0,Temperate,Marine,Marine coastal,Mesocosm,NA,3,8,Spring,2008,active heating,ambient fluctuations,20.4,0.29,0,yes,no,nutrients,abiotic,elevated,experimental,uM/L,6.7,1.7,5,900,NA,8,1,8,Final,2.2,,NA,,mg C / mg Chla / hr,yes,phytoplankton,phytoplankton,B,A,1,yes,2,NA,NA,3.13E-11,NA,g C,Lewandowska and Sommer 2010,NA,NA,NA,NA,0.00141533,g C / L,0.00019559,standard error,0.000437353,mg C / L,1415.33,ug C/L,NA,NA,PK,MO,MO,NA
2363,129,129,O'Connor et al 2009,O'Connor et al 2009. PLoS ONE,"Morehead City, NC",34.722939,-76.726044,0,Temperate,Marine,Marine coastal,Mesocosm,NA,3,8,Spring,2008,active heating,ambient fluctuations,22.7,0.27,2.3,yes,no,nutrients,abiotic,elevated,experimental,uM/L,6.7,1.7,5,900,NA,8,1,8,Final,2.3,,NA,,mg C / mg Chla / hr,yes,phytoplankton,phytoplankton,B,A,1,yes,2,NA,NA,3.13E-11,NA,g C,Lewandowska and Sommer 2010,NA,NA,NA,NA,0.00114847,g C / L,0.00018037,standard error,0.00040332,mg C / L,1148.47,ug C/L,NA,NA,PK,MO,MO,NA
2365,129,129,O'Connor et al 2009,O'Connor et al 2009. PLoS ONE,"Morehead City, NC",34.722939,-76.726044,0,Temperate,Marine,Marine coastal,Mesocosm,NA,3,8,Spring,2008,active heating,ambient fluctuations,26.4,1.16,6,yes,no,nutrients,abiotic,elevated,experimental,uM/L,6.7,1.7,5,900,NA,8,1,8,Final,2.75,,NA,,mg C / mg Chla / hr,yes,phytoplankton,phytoplankton,B,A,1,yes,2,NA,NA,3.13E-11,NA,g C,Lewandowska and Sommer 2010,NA,NA,NA,NA,0.00040412,g C / L,0.000105268,standard error,0.000235386,mg C / L,404.12,ug C/L,NA,NA,PK,MO,MO,NA
2366,87,87,O'Connor et al 2009,O'Connor et al 2009. PLoS ONE,"Morehead City, NC",34.722939,-76.726044,0,Temperate,Marine,Marine coastal,Mesocosm,NA,3,8,Spring,2008,active heating,ambient fluctuations,20.4,0.29,0,no,no,nutrients,none,control,control,uM/L,0,0,5,900,NA,8,7,1.142857143,Final,1.8,,NA,,mg C / mg Chla / hr,yes,zooplankton,zooplankton,D,H,2,no,2,0.43636,ug C,3.49E-07,1.38E-07,g C,authors data,118,NA,ind / L,NA,0.000018797,g C / L,5.26E-05,standard error,0.000117688,mg C / L,18.797,ug C/L,NA,NA,PK,MO,MO,NA
2367,87,87,O'Connor et al 2009,O'Connor et al 2009. PLoS ONE,"Morehead City, NC",34.722939,-76.726044,0,Temperate,Marine,Marine coastal,Mesocosm,NA,3,8,Spring,2008,active heating,ambient fluctuations,22.7,0.27,2.3,no,no,nutrients,none,control,control,uM/L,0,0,5,900,NA,8,7,1.142857143,Final,1.8,,NA,,mg C / mg Chla / hr,yes,zooplankton,zooplankton,D,H,2,no,2,0.385612,ug C,3.49E-07,1.38E-07,g C,authors data,166,NA,ind / L,NA,6.77E-05,g C / L,0.000018797,standard error,4.20E-05,mg C / L,67.6692,ug C/L,NA,NA,PK,MO,MO,NA
2369,87,87,O'Connor et al 2009,O'Connor et al 2009. PLoS ONE,"Morehead City, NC",34.722939,-76.726044,0,Temperate,Marine,Marine coastal,Mesocosm,NA,3,8,Spring,2008,active heating,ambient fluctuations,26.4,1.16,6,no,no,nutrients,none,control,control,uM/L,0,0,5,900,NA,8,7,1.142857143,Final,1.8,,NA,,mg C / mg Chla / hr,yes,zooplankton,zooplankton,D,H,2,no,2,0.55736,ug C,3.49E-07,1.38E-07,g C,authors data,133,NA,ind / L,NA,5.26E-05,g C / L,1.13E-05,standard error,2.52E-05,mg C / L,52.6316,ug C/L,NA,NA,PK,MO,MO,NA
2370,129,129,O'Connor et al 2009,O'Connor et al 2009. PLoS ONE,"Morehead City, NC",34.722939,-76.726044,0,Temperate,Marine,Marine coastal,Mesocosm,NA,3,8,Spring,2008,active heating,ambient fluctuations,20.4,0.29,0,yes,no,nutrients,abiotic,elevated,experimental,uM/L,6.7,1.7,5,900,NA,8,7,1.142857143,Final,2.2,,NA,,mg C / mg Chla / hr,yes,zooplankton,zooplankton,D,H,2,no,2,0.190496,ug C,3.49E-07,1.38E-07,g C,authors data,305,NA,ind / L,NA,0.000037594,g C / L,4.14E-05,standard error,9.25E-05,mg C / L,37.594,ug C/L,NA,NA,PK,MO,MO,NA
2371,129,129,O'Connor et al 2009,O'Connor et al 2009. PLoS ONE,"Morehead City, NC",34.722939,-76.726044,0,Temperate,Marine,Marine coastal,Mesocosm,NA,3,8,Spring,2008,active heating,ambient fluctuations,22.7,0.27,2.3,yes,no,nutrients,abiotic,elevated,experimental,uM/L,6.7,1.7,5,900,NA,8,7,1.142857143,Final,2.3,,NA,,mg C / mg Chla / hr,yes,zooplankton,zooplankton,D,H,2,no,2,0.276356,ug C,3.49E-07,1.38E-07,g C,authors data,601,NA,ind / L,NA,0.000169173,g C / L,0.000033835,standard error,7.57E-05,mg C / L,169.173,ug C/L,NA,NA,PK,MO,MO,NA
2373,129,129,O'Connor et al 2009,O'Connor et al 2009. PLoS ONE,"Morehead City, NC",34.722939,-76.726044,0,Temperate,Marine,Marine coastal,Mesocosm,NA,3,8,Spring,2008,active heating,ambient fluctuations,26.4,1.16,6,yes,no,nutrients,abiotic,elevated,experimental,uM/L,6.7,1.7,5,900,NA,8,7,1.142857143,Final,2.75,,NA,,mg C / mg Chla / hr,yes,zooplankton,zooplankton,D,H,2,no,2,0.207644,ug C,3.49E-07,1.38E-07,g C,authors data,1438,NA,ind / L,NA,0.000334586,g C / L,0.000060151,standard error,0.000134502,mg C / L,334.586,ug C/L,NA,NA,PK,MO,MO,NA
2502,91,91,Petchey et al. 1999,"Petchey et al. 1999, Nature, 402:69-72","New Brunswick, NJ, USA",40.487414,-74.437008,21,Temperate,Freshwater,microbial,Mesocosm,NA,0.1,49,Mean,1,active heating,steady state,22,NA,0,no,no,diversity,biotic,reduced,experimental,diversity,low,species number,5,NA,NA,49,0.65,75,Final,23.7683,,NA,,uL O2 / hr,yes,microbe,Protists,NA,H,7,yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4813,g wet wt / L,0.0649,standard error,0.145120812,NA,481.3,mg wet wt / L,"Generation times very approximate across protists, Diversity1 and 2 have different species identities",NA,JPD,MO,NA,NA
2503,91,91,Petchey et al. 1999,"Petchey et al. 1999, Nature, 402:69-72","New Brunswick, NJ, USA",40.487414,-74.437008,21,Temperate,Freshwater,microbial,Mesocosm,NA,0.1,49,Mean,1,active heating,steady state,22,NA,0,no,no,diversity,biotic,reduced,experimental,diversity,low,species number,5,NA,NA,49,0.65,75,Final,26.8975,,NA,,uL O2 / hr,yes,microbe,Protists,NA,H,7,yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.745,g wet wt / L,0.1398,standard error,0.312602303,NA,745,mg wet wt / L,"Generation times very approximate across protists, Diversity1 and 2 have different species identities",NA,JPD,MO,NA,NA
2504,90,90,Petchey et al. 1999,"Petchey et al. 1999, Nature, 402:69-72","New Brunswick, NJ, USA",40.487414,-74.437008,21,Temperate,Freshwater,microbial,Mesocosm,NA,0.1,49,Mean,1,active heating,steady state,22,NA,0,no,no,diversity,biotic,elevated,experimental,diversity,high,species number,5,NA,NA,49,0.65,75,Final,15.2463,,NA,,uL O2 / hr,yes,microbe,Protists,NA,H,7,yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7246,g wet wt / L,0.1896,standard error,0.423958489,NA,724.6,mg wet wt / L,"Generation times very approximate across protists, Diversity1 and 2 have different species identities",NA,JPD,MO,NA,NA
2505,90,90,Petchey et al. 1999,"Petchey et al. 1999, Nature, 402:69-72","New Brunswick, NJ, USA",40.487414,-74.437008,21,Temperate,Freshwater,microbial,Mesocosm,NA,0.1,49,Mean,1,active heating,steady state,22,NA,0,no,no,diversity,biotic,elevated,experimental,diversity,high,species number,5,NA,NA,49,0.65,75,Final,13.1158,,NA,,uL O2 / hr,yes,microbe,Protists,NA,H,7,yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.193,g wet wt / L,0.202,standard error,0.451685731,NA,1193,mg wet wt / L,"Generation times very approximate across protists, Diversity1 and 2 have different species identities",NA,JPD,MO,NA,NA
2506,91,91,Petchey et al. 1999,"Petchey et al. 1999, Nature, 402:69-72","New Brunswick, NJ, USA",40.487414,-74.437008,21,Temperate,Freshwater,microbial,Mesocosm,NA,0.1,49,Mean,1,active heating,steady state,32,NA,10,no,no,diversity,biotic,reduced,experimental,diversity,low,species number,5,NA,NA,49,0.65,75,Final,37.8828,,NA,,uL O2 / hr,yes,microbe,Protists,NA,H,7,yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3913,g wet wt / L,0.0673,standard error,0.150487375,NA,391.3,mg wet wt / L,"Generation times very approximate across protists, Diversity1 and 2 have different species identities",NA,JPD,MO,NA,NA
2507,91,91,Petchey et al. 1999,"Petchey et al. 1999, Nature, 402:69-72","New Brunswick, NJ, USA",40.487414,-74.437008,21,Temperate,Freshwater,microbial,Mesocosm,NA,0.1,49,Mean,1,active heating,steady state,32,NA,10,no,no,diversity,biotic,reduced,experimental,diversity,low,species number,5,NA,NA,49,0.65,75,Final,38.2823,,NA,,uL O2 / hr,yes,microbe,Protists,NA,H,7,yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6526,g wet wt / L,0.1347,standard error,0.301198357,NA,652.6,mg wet wt / L,"Generation times very approximate across protists, Diversity1 and 2 have different species identities",NA,JPD,MO,NA,NA
2508,90,90,Petchey et al. 1999,"Petchey et al. 1999, Nature, 402:69-72","New Brunswick, NJ, USA",40.487414,-74.437008,21,Temperate,Freshwater,microbial,Mesocosm,NA,0.1,49,Mean,1,active heating,steady state,32,NA,10,no,no,diversity,biotic,elevated,experimental,diversity,high,species number,5,NA,NA,49,0.65,75,Final,26.3648,,NA,,uL O2 / hr,yes,microbe,Protists,NA,H,7,yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.111,g wet wt / L,0.0848,standard error,0.189618564,NA,1111,mg wet wt / L,"Generation times very approximate across protists, Diversity1 and 2 have different species identities",NA,JPD,MO,NA,NA
2509,90,90,Petchey et al. 1999,"Petchey et al. 1999, Nature, 402:69-72","New Brunswick, NJ, USA",40.487414,-74.437008,21,Temperate,Freshwater,microbial,Mesocosm,NA,0.1,49,Mean,1,active heating,steady state,32,NA,10,no,no,diversity,biotic,elevated,experimental,diversity,high,species number,5,NA,NA,49,0.65,75,Final,29.6272,,NA,,uL O2 / hr,yes,microbe,Protists,NA,H,7,yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6488,g wet wt / L,0.0674,standard error,0.150710982,NA,648.8,mg wet wt / L,"Generation times very approximate across protists, Diversity1 and 2 have different species identities",NA,JPD,MO,NA,NA
3769,141,141,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,19.45,NA,0,no,no,"pH, mesograzers",none,control,control,pH,8.1,pH,5,NA,NA,45,2,NA,Final,11.91,3.15,NA,NA,mg C/m^2,yes,microalgae,periphyton,B,A,1,no,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.0486,Chl a g/m^2,0.008,SE,0.017888544,Chl a g/m^2,,,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3770,141,141,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,22.65,NA,3.2,no,no,"pH, mesograzers",none,control,control,pH,8.1,pH,5,NA,NA,45,2,NA,Final,10.95,6.72,NA,NA,mg C/m^2,yes,microalgae,periphyton,B,A,1,no,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.0376,Chl a g/m^2,0.0047,SE,0.01050952,Chl a g/m^2,,,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3781,141,141,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,19.45,NA,0,no,no,"pH, mesograzers",biotic,mesograzers,experimental,pH,8.1,pH,5,NA,NA,45,2,NA,Final,12.54,6.24,NA,NA,mg C/m^2,yes,microalgae,periphyton,B,A,1,yes,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.0646,Chl a g/m^2,0.0073,SE,0.016323296,Chl a g/m^2,,,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3782,141,141,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,22.65,NA,3.2,no,no,"pH, mesograzers",biotic,mesograzers,experimental,pH,8.1,pH,5,NA,NA,45,2,NA,Final,19.98,8.04,NA,NA,mg C/m^2,yes,microalgae,periphyton,B,A,1,yes,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.0796,Chl a g/m^2,0.01,SE,0.02236068,Chl a g/m^2,,,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3795,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,19.45,NA,0,no,yes,"pH, mesograzers",abiotic,pH,experimental,pH,7.7,pH,5,NA,NA,45,2,NA,Final,10.53,8.04,NA,NA,mg C/m^2,yes,microalgae,periphyton,B,A,1,no,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.0584,Chl a g/m^2,0.0074,SE,0.016546903,Chl a g/m^2,,,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3796,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,22.65,NA,3.2,no,yes,"pH, mesograzers",abiotic,pH,experimental,pH,7.7,pH,5,NA,NA,45,2,NA,Final,5.79,6.24,NA,NA,mg C/m^2,yes,microalgae,periphyton,B,A,1,no,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.0688,Chl a g/m^2,0.0166,SE,0.037118729,Chl a g/m^2,,,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3807,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,19.45,NA,0,no,yes,"pH, mesograzers",both,"pH, mesograzers",experimental,pH,7.7,pH,5,NA,NA,45,2,NA,Final,12.54,4.5,NA,NA,mg C/m^2,yes,microalgae,periphyton,B,A,1,yes,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.0551,Chl a g/m^2,0.01,SE,0.02236068,Chl a g/m^2,,,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
3808,140,140,Alsterberg et al .2013,"Alsterberg et al. 2013, Proceedings of the National Academy of Sciences, 110 (21): 8603-8608 ","Sven Lov_n Center for Marine Sciences, Kristineberg, Fiskeb_ckskil, Sweden",58.25,11.44,0,Temperate,Marine,Marine Coastal,Mesocosm,NA,30,45,Summer,2010,active heating,ambient fluctuations,22.65,NA,3.2,no,yes,"pH, mesograzers",both,"pH, mesograzers",experimental,pH,7.7,pH,5,NA,NA,45,2,NA,Final,8.58,4.95,NA,NA,mg C/m^2,yes,microalgae,periphyton,B,A,1,yes,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.0694,Chl a g/m^2,0.014,SE,0.031304952,Chl a g/m^2,,,"Only reference to mean temperature for this experiment is in Eklof ef al. 2012, temeperature is similar to 1.6m depth in Gullmar Fjord",Productivity is benthic algae primary productivity,TR,MO,,
