ID,Expt,ExptA,RefShort,Ref,Location,Lat,Lon,Elev,Biome,System,Subsystem,Method,Area,Vol,Duration,Season,Year,TempMan1,TempMan2,TempMean,TempSD,TempIncr,NutrientsAdded,StressorAdded,AddTrt,AddTrtType,TrtLevel,TrtLevelType,TrtUnits,TrtValue,TrtValueUnits,Rep,LightValue,LightUnits,SamplingDay,GenTime_Days,SamplingDay_Gen,Day,Productivity,NPP sd,ER,ER sd,FluxUnits,MultipleSpecies,TaxonGrp,Taxon,SpeciesName,trophy,TrophicLev,ConsumerPresent,MaxTrophicLev,BodySizeHres,BodySizeHresUnits,BodySize,BodySizeSD,BodySizeUnits,NA,Density,DensitySD,DensityUnit,DensityOU,Biomass,BiomassUnit,BiomassVariance,BiomassVarMeasure,BiomassSD,BiomassOU,Biomass.normalized,Biomass.normalized.unit,abund.type,Notes1,Notes2,PaperEnteredBy,ReviewedBy,EditedBy,DataFromAuthor
606,19,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Erichsonella, N","species, salinity",5,NA,NA,0,28,0,Initial,NA,,NA,,NA,no,benthic invertebrate,isopod,Erichsonella attenuata,H,2,no,2,NA,NA,NA,NA,NA,NA,1.578947368,0,ind / L,NA,NA,NA,NA,NA,NA,NA,,,abs,must have grazer density data too,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
614,19,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,27.5,NA,3.5,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Erichsonella, N","species, salinity",5,NA,NA,0,28,0,Initial,NA,,NA,,NA,no,benthic invertebrate,isopod,Erichsonella attenuata,H,2,no,2,NA,NA,NA,NA,NA,NA,1.578947368,0,ind / L,NA,NA,NA,NA,NA,NA,NA,,,abs,must have grazer density data too,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
609,17,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"grazer polyculture 3sp, no low salinity",biotic,control,control,NA,"3, N","species, salinity",5,NA,NA,0,28,0,Initial,NA,,NA,,NA,yes,benthic invertebrate,ispods and amphipods,NA,H,2,no,2,NA,NA,NA,NA,NA,NA,1.578947368,0,ind / L,NA,NA,NA,NA,NA,NA,NA,,,abs,must have grazer density data too,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
617,17,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,27.5,NA,3.5,no,no,"grazer polyculture 3sp, no low salinity",biotic,control,control,NA,"3, N","species, salinity",5,NA,NA,0,28,0,Initial,NA,,NA,,NA,yes,benthic invertebrate,ispods and amphipods,NA,H,2,no,2,NA,NA,NA,NA,NA,NA,1.578947368,0,ind / L,NA,NA,NA,NA,NA,NA,NA,,,abs,must have grazer density data too,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
643,15,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Elasmopus, N","species, salinity",3,NA,NA,42,14,3,Final,NA,,NA,,NA,no,benthic invertebrate,amphipod,Elasmopus levi,H,2,no,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.48947368,g AFDW / L,5.452631579,standard deviation,5.452631579,NA,42.48947368,g AFDW / L,abs,must have grazer density data too,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
651,15,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,27.5,NA,3.5,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Elasmopus, N","species, salinity",3,NA,NA,42,14,3,Final,NA,,NA,,NA,no,benthic invertebrate,amphipod,Elasmopus levi,H,2,no,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.63157895,g AFDW / L,18.52631579,standard deviation,18.52631579,NA,37.63157895,g AFDW / L,abs,must have grazer density data too,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
644,21,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Gammarus, N","species, salinity",3,NA,NA,42,14,3,Final,NA,,NA,,NA,no,benthic invertebrate,amphipod,Gammarus mucronatus,H,2,no,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.28947368,g AFDW / L,5.178947368,standard deviation,5.178947368,NA,26.28947368,g AFDW / L,abs,must have grazer density data too,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
652,21,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,27.5,NA,3.5,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Gammarus, N","species, salinity",3,NA,NA,42,14,3,Final,NA,,NA,,NA,no,benthic invertebrate,amphipod,Gammarus mucronatus,H,2,no,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.25789474,g AFDW / L,8.173684211,standard deviation,8.173684211,NA,16.25789474,g AFDW / L,abs,must have grazer density data too,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
642,19,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Erichsonella, N","species, salinity",3,NA,NA,42,28,1.5,Final,NA,,NA,,NA,no,benthic invertebrate,isopod,Erichsonella attenuata,H,2,no,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.43157895,g AFDW / L,20.81052632,standard deviation,20.81052632,NA,26.43157895,g AFDW / L,abs,must have grazer density data too,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
650,19,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,27.5,NA,3.5,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Erichsonella, N","species, salinity",3,NA,NA,42,28,1.5,Final,NA,,NA,,NA,no,benthic invertebrate,isopod,Erichsonella attenuata,H,2,no,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.85789474,g AFDW / L,22.88947368,standard deviation,22.88947368,NA,26.85789474,g AFDW / L,abs,must have grazer density data too,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
645,17,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"grazer polyculture 3sp, no low salinity",biotic,control,control,NA,"3, N","species, salinity",3,NA,NA,42,28,1.5,Final,NA,,NA,,NA,yes,benthic invertebrate,ispods and amphipods,NA,H,2,no,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042242105,g AFDW / L,0.020436842,standard deviation,0.020436842,NA,42.24210526,mg AFDW / L,abs,must have grazer density data too,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
653,17,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,27.5,NA,3.5,no,no,"grazer polyculture 3sp, no low salinity",biotic,control,control,NA,"3, N","species, salinity",3,NA,NA,42,28,1.5,Final,NA,,NA,,NA,yes,benthic invertebrate,ispods and amphipods,NA,H,2,no,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029210526,g AFDW / L,0.008721053,standard deviation,0.008721053,NA,29.21052632,mg AFDW / L,abs,must have grazer density data too,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
658,13,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"no grazers, no low salinity",none,control,control,NA,"0, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,macroalgae,green algae,Cladophora,A,1,no,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,g AFDM / L,1.520526225,standard deviation,1.520526225,g AFDM,1420,mg AFDW / L,abs,g AFDM / L,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
659,19,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Erichsonella, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,macroalgae,green algae,Cladophora,A,1,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,g AFDM / L,1.565247584,standard deviation,1.565247584,g AFDM,1200,mg AFDW / L,abs,g AFDM / L,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
660,15,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Elasmopus, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,macroalgae,green algae,Cladophora,A,1,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87,g AFDM / L,1.811215062,standard deviation,1.811215062,g AFDM,1870,mg AFDW / L,abs,g AFDM / L,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
661,21,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Gammarus, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,macroalgae,green algae,Cladophora,A,1,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,g AFDM / L,1.118033989,standard deviation,1.118033989,g AFDM,1100,mg AFDW / L,abs,g AFDM / L,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
662,17,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"grazer polyculture 3sp, no low salinity",biotic,control,control,NA,"3, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,macroalgae,green algae,Cladophora,A,1,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,g AFDM / L,1.453444185,standard deviation,1.453444185,g AFDM,530,mg AFDW / L,abs,g AFDM / L,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
668,13,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,27.5,NA,3.5,no,no,"no grazers, no low salinity",none,control,control,NA,"0, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,macroalgae,green algae,Cladophora,A,1,no,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,g AFDM / L,0.581377674,standard deviation,0.581377674,g AFDM,600,mg AFDW / L,abs,g AFDM / L,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
669,19,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,27.5,NA,3.5,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Erichsonella, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,macroalgae,green algae,Cladophora,A,1,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,g AFDM / L,1.341640786,standard deviation,1.341640786,g AFDM,1100,mg AFDW / L,abs,g AFDM / L,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
670,15,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,27.5,NA,3.5,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Elasmopus, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,macroalgae,green algae,Cladophora,A,1,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,g AFDM / L,0.670820393,standard deviation,0.670820393,g AFDM,570,mg AFDW / L,abs,g AFDM / L,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
671,21,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,27.5,NA,3.5,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Gammarus, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,macroalgae,green algae,Cladophora,A,1,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,g AFDM / L,1.677050983,standard deviation,1.677050983,g AFDM,650,mg AFDW / L,abs,g AFDM / L,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
672,17,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,27.5,NA,3.5,no,no,"grazer polyculture 3sp, no low salinity",biotic,control,control,NA,"3, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,macroalgae,green algae,Cladophora,A,1,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,g AFDM / L,1.274558747,standard deviation,1.274558747,g AFDM,470,mg AFDW / L,abs,g AFDM / L,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
658,13,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"no grazers, no low salinity",none,control,control,NA,"0, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,microalgae,periphyton,B,A,1,no,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0042,g chla / m2,0.0094,standard deviation,0.0094,NA,4.2,mg chla/m2,abs,chla on 1 cm2 of seagrass shoot surface,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
659,19,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Erichsonella, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,microalgae,periphyton,B,A,1,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0143,g chla / m2,0.0153,standard deviation,0.0153,NA,14.3,mg chla/m2,abs,chla on 1 cm2 of seagrass shoot surface,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
660,15,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Elasmopus, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,microalgae,periphyton,B,A,1,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,g chla / m2,0.0053,standard deviation,0.0053,NA,13,mg chla/m2,abs,chla on 1 cm2 of seagrass shoot surface,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
661,21,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Gammarus, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,microalgae,periphyton,B,A,1,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024,g chla / m2,0.022,standard deviation,0.022,NA,24,mg chla/m2,abs,chla on 1 cm2 of seagrass shoot surface,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
662,17,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"grazer polyculture 3sp, no low salinity",biotic,control,control,NA,"3, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,microalgae,periphyton,B,A,1,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0139,g chla / m2,0.0059,standard deviation,0.0059,NA,13.9,mg chla/m2,abs,chla on 1 cm2 of seagrass shoot surface,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
668,13,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,27.5,NA,3.5,no,no,"no grazers, no low salinity",none,control,control,NA,"0, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,microalgae,periphyton,B,A,1,no,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0194,g chla / m2,0.0106,standard deviation,0.0106,NA,19.4,mg chla/m2,abs,chla on 1 cm2 of seagrass shoot surface,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
669,19,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,27.5,NA,3.5,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Erichsonella, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,microalgae,periphyton,B,A,1,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0108,g chla / m2,0.007,standard deviation,0.007,NA,10.8,mg chla/m2,abs,chla on 1 cm2 of seagrass shoot surface,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
670,15,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,27.5,NA,3.5,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Elasmopus, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,microalgae,periphyton,B,A,1,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0236,g chla / m2,0.0059,standard deviation,0.0059,NA,23.6,mg chla/m2,abs,chla on 1 cm2 of seagrass shoot surface,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
671,21,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,27.5,NA,3.5,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Gammarus, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,microalgae,periphyton,B,A,1,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0188,g chla / m2,0.0076,standard deviation,0.0076,NA,18.8,mg chla/m2,abs,chla on 1 cm2 of seagrass shoot surface,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
672,17,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,27.5,NA,3.5,no,no,"grazer polyculture 3sp, no low salinity",biotic,control,control,NA,"3, N","species, salinity",5,NA,NA,42,1,42,Final,NA,,NA,,NA,yes,microalgae,periphyton,B,A,1,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0157,g chla / m2,0.0036,standard deviation,0.0036,NA,15.7,mg chla/m2,abs,chla on 1 cm2 of seagrass shoot surface,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
586,13,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"no grazers, no low salinity",none,control,control,NA,"0, N","species, salinity",5,NA,NA,0,365,0,Initial,NA,,NA,,NA,no,vascular plant,sea grass,Zostera marina,A,1,no,1,NA,NA,NA,NA,NA,NA,1.578947368,0,ind / L,NA,NA,NA,NA,NA,NA,NA,,,abs,NA,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
587,19,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Erichsonella, N","species, salinity",5,NA,NA,0,365,0,Initial,NA,,NA,,NA,no,vascular plant,sea grass,Zostera marina,A,1,yes,2,NA,NA,NA,NA,NA,NA,1.578947368,0,ind / L,NA,NA,NA,NA,NA,NA,NA,,,abs,NA,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
588,15,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Elasmopus, N","species, salinity",5,NA,NA,0,365,0,Initial,NA,,NA,,NA,no,vascular plant,sea grass,Zostera marina,A,1,yes,2,NA,NA,NA,NA,NA,NA,1.578947368,0,ind / L,NA,NA,NA,NA,NA,NA,NA,,,abs,NA,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
589,21,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"grazer monoculture, no low salinity",biotic,control,control,NA,"Gammarus, N","species, salinity",5,NA,NA,0,365,0,Initial,NA,,NA,,NA,no,vascular plant,sea grass,Zostera marina,A,1,yes,2,NA,NA,NA,NA,NA,NA,1.578947368,0,ind / L,NA,NA,NA,NA,NA,NA,NA,,,abs,NA,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
590,17,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,24,NA,0,no,no,"grazer polyculture 3sp, no low salinity",biotic,control,control,NA,"3, N","species, salinity",5,NA,NA,0,365,0,Initial,NA,,NA,,NA,no,vascular plant,sea grass,Zostera marina,A,1,yes,2,NA,NA,NA,NA,NA,NA,1.578947368,0,ind / L,NA,NA,NA,NA,NA,NA,NA,,,abs,NA,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
596,13,13,Blake and Duffy 2010,"Blake and Duffy, 2010, Oikos, 119:1625-1635","VIMS, Gloucester Point, VA, USA",37.24,-76.4968,0,Temperate,Marine,Marine coastal,Mesocosm,NA,19,42,Summer,2006,active heating,ambient fluctuations,27.5,NA,3.5,no,no,"no grazers, no low salinity",none,control,control,NA,"0, N","species, salinity",5,NA,NA,0,365,0,Initial,NA,,NA,,NA,no,vascular plant,sea grass,Zostera marina,A,1,no,1,NA,NA,NA,NA,NA,NA,1.578947368,0,ind / L,NA,NA,NA,NA,NA,NA,NA,,,abs,NA,mean temp not given; I guessed; should contact authors,MO,NA,NA,NA
